chapter,character,line
24,Eleanor Shellstrop,That's okay.
24,Eleanor Shellstrop,"Janet, can you dig around a little bit and find out what this event is and how long it's gonna last?"
24,Janet,I'd love to.
24,Janet,Punch your� teeth!
24,Janet,Hey.
24,Janet,Hi.
24,Janet,Teeth.
24,Janet,Ugh.
24,Michael,What's all this?
24,Shawn,I was going to try to get the humans back by going through the proper channels.
24,Shawn,But then I remembered� I'm a naughty bitch.
24,Shawn,"So, I sent a black ops team to Mindy's, to extract them."
24,Michael,Nobody from the Bad Place is allowed in Mindy's neighborhood.
24,Michael,"You can't do that, Shawn."
24,Michael,It's illegal.
24,Shawn,"Oh, no."
24,Shawn,"Guys, Michael says this is illegal."
24,Shawn,I hadn't thought of that.
24,Shawn,That was sarcasm.
24,Shawn,I had thought of that.
24,Shawn,"Listen, your experiment blew up in our faces."
24,Shawn,"The example I made of Vicky ensured everybody kept their mouths shut, but we're not out of the woods until those four are back in custody."
24,Shawn,So I rounded up some loyal friends and took matters into my own hands.
24,Val,"Relax, Mike."
24,Val,This will all be over soon and we can all head down to the museum.
24,Michael,The museum?
24,Shawn,Yes.
24,Shawn,"Your neighborhood, our neighborhood, is being immortalized for its success."
24,Shawn,It's all gonna work out.
24,Shawn,I took the form of a 45-year-old white man for a reason.
24,Shawn,I can only fail up.
24,Shawn,The team is in place.
24,Shawn,Let's do this.
24,Chidi Anagonye,Hey!
24,Chidi Anagonye,"So, those bro demons over there think I'm some kind of great torturer, and they want my advice on how to torture someone."
24,Chidi Anagonye,"Jason is stalling by ranking MMA ring girls with them, but I have to do something."
24,Chidi Anagonye,"Eleanor, you're wearing glasses now."
24,Chidi Anagonye,Help me!
24,Eleanor Shellstrop,"You know the answer, dude."
24,Eleanor Shellstrop,Lie your ass off.
24,Eleanor Shellstrop,"If Rhonda can do it, you can."
24,Tahani Al-Jamil,I once shoved a hot dog right down the throat of the legendary John Wayne.
24,Eleanor Shellstrop,She even name-drops in hell.
24,Chidi Anagonye,"I told you, lies have consequences!"
24,Chidi Anagonye,"I will have contributed to someone's eternal torture, because I disobeyed a basic Kantian moral principle."
24,Chidi Anagonye,I'm gonna be sick.
24,Chidi Anagonye,I don't wanna go back to the bathroom.
24,Chidi Anagonye,They put mirrors in the toilet.
24,Chidi Anagonye,That makes you really confront what you're doing!
24,Eleanor Shellstrop,"Okay, okay."
24,Eleanor Shellstrop,Sit down.
24,Eleanor Shellstrop,Take a breath.
24,Eleanor Shellstrop,Rub your lucky bookmark.
24,Eleanor Shellstrop,Hear me out.
24,Eleanor Shellstrop,What if lying is ethical in this situation?
24,Eleanor Shellstrop,"What if certain actions aren't universally good or bad, like Jonathan Dancy says?"
24,Chidi Anagonye,Jonathan Dancy?
24,Chidi Anagonye,Are you talking about moral particularism?
24,Chidi Anagonye,We never even covered that.
24,Chidi Anagonye,You read on your own?
24,Eleanor Shellstrop,You think just because I'm a straight hottie I can't read philosophy for fun?
24,Chidi Anagonye,I --
24,Eleanor Shellstrop,"Look, moral particularism says there are no fixed rules that work in every situation."
24,Eleanor Shellstrop,"Like, let's say you promised your friend you'd go to the movies, but then your mom suddenly gets rushed to the ER."
24,Eleanor Shellstrop,"Your boy, Kant, would say, ""Never break a promise."
24,Eleanor Shellstrop,Go see Chronicles of Riddick.
24,Eleanor Shellstrop,"Doesn't matter if your mom gets lonely and steals a bucket of Vicodin from the nurse's closet."""
24,Chidi Anagonye,Real example?
24,Eleanor Shellstrop,Yep.
24,Eleanor Shellstrop,But a moral particularist like me� I'm one now.
24,Eleanor Shellstrop,I just decided.
24,Eleanor Shellstrop,"Would say, ""There's no absolute rule."
24,Eleanor Shellstrop,"You have to choose your actions based on the particular situation."""
24,Eleanor Shellstrop,"Right now, we are in a pretty bonkers situation."
24,Chidi Anagonye,I don't think I can change what I believe just like that.
24,Eleanor Shellstrop,"And I didn't think I would ever be at a cocktail party in literal hell lecturing my teacher/ex-lover about moral particularism, but life throws you curveballs, bro!"
24,Eleanor Shellstrop,"And need I remind you, it was doing things your way that made you end up here."
24,Chet,Man!
24,Chet,"Get back over there, dog!"
24,Chet,Damn.
24,Chet,You got that good stank.
24,Eleanor Shellstrop,Thanks.
24,Eleanor Shellstrop,"Back at you, bud."
24,Chet,Smash you later.
24,Chet,Let's roll.
24,Janet,"Hey, butt� ass!"
24,Janet,Butt-ass.
24,Janet,How long is this stupid event supposed to last anyway?
24,Petruchio,"They're unveiling the exhibit in ten minutes, then everyone'll get drunk and poke each other with hot sticks, and then it'll be over."
24,Janet,Farts.
24,Janet,Uh-oh.
24,Shawn,Bad Janet?
24,Shawn,Walkie-talkie mode.
24,Operative,Now entering Mindy St. Claire's house.
24,Val,This is so exciting!
24,Val,I hope everyone gets hurt!
24,Operative,Living room is clear.
24,Operative,Entering the bedroom.
24,Mindy St. Claire,"Oh, yeah!"
24,Derek Hofstetler,Ow!
24,Mindy St. Claire,Oh!
24,Mindy St. Claire,God!
24,Mindy St. Claire,This feels so weird.
24,Derek Hofstetler,Here we go.
24,Mindy St. Claire,Do some coke off my butt!
24,Mindy St. Claire,Wait!
24,Mindy St. Claire,"Whoa, whoa, whoa!"
24,Mindy St. Claire,Who are you guys?
24,Derek Hofstetler,"Oh, friends!"
24,Derek Hofstetler,"Hi, I'm Derek."
24,Shawn,Where are the humans?
24,Shawn,And who is Derek?
24,Derek Hofstetler,Me is Derek.
24,Derek Hofstetler,These are my wind chimes.
24,Derek Hofstetler,"Oh, oh, oh."
24,Derek Hofstetler,My wind chimes like you.
24,Operative,The only people here are Mindy St. Claire and an unknown male with a genital deformity.
24,Operative,The four humans are not here.
24,Shawn,Where is Michael?
24,Michael,"Oh, boy!"
24,Michael,"Oh, boy!"
24,Lance,"Hey, there, Mike."
24,Michael,Oh!
24,Michael,"Hey, Lance."
24,Michael,"Looking good, buddy!"
24,Michael,Lose some weight?
24,Lance,I wish!
24,Shawn,"Listen up, people."
24,Shawn,"We need to find Michael, and we need to be discreet."
24,Shawn,"You, search from the Spastic Dentistry Department, down through Disembowelment."
24,Shawn,"You, cover Children's Dance Recitals through Holiday Weekend IKEA."
24,Shawn,Go.
24,Chet,"Hey, hey, hey!"
24,Chet,Found him.
24,Chet,He was birddogging some tail.
24,Dirk,"What you got for me, Trent?"
24,Chidi Anagonye,"Well, peep this, dog."
24,Chidi Anagonye,You really want to torture this dirtbag?
24,Chidi Anagonye,You give him books.
24,Chidi Anagonye,I'm serious.
24,Chidi Anagonye,"This one time I was assigned this chick that I had to torture, and I just couldn't figure it out."
24,Chidi Anagonye,And then I realized she hated books.
24,Chidi Anagonye,"So I just gave her mad books to read, around the clock."
24,Chet,"The books, like, exploded?"
24,Chidi Anagonye,"No, no, no."
24,Chidi Anagonye,They were just regular moral philosophy books.
24,Chidi Anagonye,Everyone hates moral philosophers.
24,Chet,That is true.
24,Chidi Anagonye,"I know it's wild, but sometimes you gotta think outside the bun."
24,Dirk,Sick Taco Bell ref.
24,Chet,Very nice!
24,Dirk,"But I don't know, man."
24,Dirk,It sounds kind of lame.
24,Dirk,This guy's the best?
24,Dirk,Really?
24,Chidi Anagonye,"Yeah, maybe I don't know what I'm talking� ball tap!"
24,Chidi Anagonye,"That's what you get for questioning Trent, the torture master!"
24,Jason Mendoza,He got you so bad!
24,Dirk,"Yeah, he did."
24,Dirk,He did.
24,Dirk,"Nice job, bro."
24,Dirk,"All right, you've convinced me."
24,Dirk,I'll give him books.
24,Janet,"Hey, you two."
24,Janet,Get your ugly necks over here.
24,Janet,"Guys, I found something very bad."
24,Janet,We have to get out of here right now.
24,Bertram Varmin,"All right. everybody, gather around."
24,Bertram Varmin,This is the moment we've all been waiting for.
24,Tahani Al-Jamil,What do we do?
24,Eleanor Shellstrop,Just don't draw attention.
24,Eleanor Shellstrop,Whatever this is it'll be over in a second.
24,Eleanor Shellstrop,We can sneak out the door.
24,Bertram Varmin,Feast your eyes on the newest exhibit here at The Museum of Human Misery.
24,Bertram Varmin,The residents of Neighborhood 12358W.
24,Chidi Anagonye,"Oh, no."
24,Tahani Al-Jamil,Is that what they think my hair looks like?
24,Bertram Varmin,This game-changing experiment chose four humans and had them torture each other.
24,Bertram Varmin,It's already led to major breakthroughs in the future of our industry.
24,Bertram Varmin,"Obviously, we couldn't get the actual four idiots as they're off being tortured, so we cooked up the next best thing."
24,Bertram Varmin,Wanna meet them?
24,Audience,Yeah!
24,Tahani Al-Jamil,"I'm Tahani Al-Jamil, a vainglorious attention-seeker, with enough jealousy to power Elon Musk's underwater mansion, which I've been to, by the way."
24,Tahani Al-Jamil,"I have, actually."
24,Tahani Al-Jamil,It's remarkable.
24,Tahani Al-Jamil,It's remarkable.
24,Chidi Anagonye,I'm Chidi Anagonye.
24,Chidi Anagonye,Or maybe I'm not.
24,Chidi Anagonye,I can't decide anything.
24,Chidi Anagonye,Or maybe I can.
24,Chidi Anagonye,Ah.
24,Chidi Anagonye,I can't decide.
24,Chidi Anagonye,My stomach hurts.
24,Eleanor Shellstrop,What?
24,Eleanor Shellstrop,They kinda nailed it.
24,Eleanor Shellstrop,I've heard you say all that stuff.
24,Eleanor Shellstrop,I'm Eleanor Shellstrop.
24,Eleanor Shellstrop,I mock others to distract myself from the emptiness inside me.
24,Eleanor Shellstrop,That's a fair hit.
24,Jason Mendoza,I'm Jason Mendoza.
24,Jason Mendoza,Duh!
24,Jason Mendoza,That's me.
24,Eleanor Shellstrop,"Hey, where've you been?"
24,Eleanor Shellstrop,"Oh, how do you smell loud and confusing?"
24,Michael,No time to explain.
24,Michael,We gotta go.
24,Michael,I got the travel pins.
24,Chet,"Yo, that looks like my boy Trent."
24,Megan,And isn't that Rhonda Mumps?
24,Michael,Come on!
24,Shawn,There he is.
24,Chidi Anagonye,Uh-oh!
24,Shawn,And he's got the humans with him.
24,Michael,"All right, let's just back up here."
24,Tahani Al-Jamil,What do we do?
24,Jason Mendoza,This!
24,Jason Mendoza,Jortles!
24,Jason Mendoza,Go!
24,Chidi Anagonye,"Hey, Eleanor, thanks for the advice."
24,Chidi Anagonye,It was helpful.
24,Chidi Anagonye,"Even though I had to say a lot of words I don't like, like ""douche"", ""chick"" and ""peep this""."
24,Eleanor Shellstrop,No problem.
24,Eleanor Shellstrop,I'm focused on running right now.
24,Chidi Anagonye,"Right, I'm sorry!"
24,Michael,Here.
24,Michael,Put the pins on your lapels.
24,Chidi Anagonye,Okay.
24,Chidi Anagonye,Okay.
24,Eleanor Shellstrop,"Uh, you didn't give me a pin, man."
24,Eleanor Shellstrop,I don't have one.
24,Michael,"Okay, hang on."
24,Jason Mendoza,"Hey, where's Janet?"
24,Michael,No time to wait for her.
24,Michael,You three go.
24,Michael,Now.
24,Michael,Now!
24,Jason Mendoza,Portals!
24,Eleanor Shellstrop,"Any day now, man!"
24,Shawn,Hey!
24,Michael,"Hey, guess what?"
24,Michael,I just solved the Trolley Problem.
24,Michael,Remember?
24,Michael,The thought experiment where you're driving the trolley and you can either plow into a group of people or turn and hit one person?
24,Michael,I solved it.
24,Eleanor Shellstrop,That's really great.
24,Eleanor Shellstrop,But I don't think now's the time --
24,Michael,The Trolley Problem forces you to choose between two versions of letting other people die.
24,Michael,And the actual solution is very simple.
24,Michael,You sacrifice yourself.
24,Eleanor Shellstrop,What does that mean?
24,Michael,You look after the others.
24,Michael,They need you.
24,Eleanor Shellstrop,No.
24,Shawn,Step away from the portal!
24,Michael,"Goodbye, Eleanor."
24,Eleanor Shellstrop,"No, no, wait, wait!"
24,Michael,"Hey, boss."
24,Michael,What's up?
25,Jason Mendoza,That was awesome!
25,Jason Mendoza,I'm going again!
25,Eleanor Shellstrop,No!
25,Chidi Anagonye,I think I barfed in the nether-dimension before we landed.
25,Chidi Anagonye,Is my barf just gonna float out there forever?
25,Chidi Anagonye,Will someone fly through my barf when they use the portal?
25,Eleanor Shellstrop,"Ugh, stop saying ""barf""."
25,Chidi Anagonye,And where's Michael?
25,Eleanor Shellstrop,He's not coming.
25,Eleanor Shellstrop,He sacrificed himself to save me.
25,Eleanor Shellstrop,The last thing I saw was Shawn grabbing him.
25,Jason Mendoza,Was it a nice grab or a bad grab?
25,Eleanor Shellstrop,A bad grab.
25,Jason Mendoza,Like a nice bad grab or a mean bad grab?
25,Tahani Al-Jamil,No Michael and no Janet.
25,Tahani Al-Jamil,Didn't even get to say a proper goodbye.
25,Tahani Al-Jamil,Not even a mere toodle-oo.
25,Eleanor Shellstrop,We're on our own.
25,Eleanor Shellstrop,We have to handle this ourselves.
25,Eleanor Shellstrop,"Michael said the portal would lead us to the Judge, so� where's the Judge?"
25,Eleanor Shellstrop,All I see is a burrito.
25,Chidi Anagonye,Do you think it's a test?
25,Chidi Anagonye,"Like, maybe one of us is supposed to eat it, or we eat it together, or maybe it's a test to see how long we can go without eating it."
25,Jason Mendoza,I'm not scared of any burrito.
25,Jason Mendoza,I'll eat it.
25,Jason Mendoza,Unless the burrito is the Judge.
25,Tahani Al-Jamil,Don't be so bloody ridiculous.
25,Tahani Al-Jamil,Judges aren't food.
25,Tahani Al-Jamil,"Judges are serious people, who wear long silk nightgowns and big white powdered wigs."
25,Eleanor Shellstrop,Ah-ah!
25,Eleanor Shellstrop,He could be right.
25,Tahani Al-Jamil,What?
25,Chidi Anagonye,Really?
25,Eleanor Shellstrop,I don't know.
25,Eleanor Shellstrop,I'm just saying we've certainly seen weirder things than an all-knowing burrito.
25,Eleanor Shellstrop,We can't take any chances.
25,Eleanor Shellstrop,"Hello, Your Excellency."
25,Eleanor Shellstrop,My name is Eleanor Shellstrop.
